Sample	mapped_passed	duplicates_failed	secondary_passed	paired in sequencing_failed	duplicates_passed	read2_passed	read1_failed	read1_passed	with mate mapped to a different chr_passed	total_failed	properly paired_passed_pct	singletons_passed	supplementary_passed	singletons_passed_pct	mapped_failed_pct	mapped_passed_pct	supplementary_failed	with itself and mate mapped_failed	mapped_failed	total_passed	properly paired_failed	flagstat_total	with mate mapped to a different chr (mapQ >= 5)_passed	properly paired_failed_pct	with mate mapped to a different chr (mapQ >= 5)_failed	with itself and mate mapped_passed	read2_failed	with mate mapped to a different chr_failed	properly paired_passed	paired in sequencing_passed	singletons_failed	secondary_failed	singletons_failed_pct
TCGA-AB-2966.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.e1e.Dupl_flagstats	164093506.0	8580911.0	38231203.0	25533846.0	55660575.0	67391499.0	12766923.0	67391499.0	0.0	30550583.0	90.16	4343793.0	0.0	3.22	61.18	94.84	0.0	10145244.0	18691769.0	173014201.0	10145244.0	203564784.0	0.0	39.73	0.0	121518510.0	12766923.0	0.0	121518510.0	134782998.0	3529788.0	5016737.0	13.82
TCGA-AB-2970.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.5d0.Dupl_flagstats	158512127.0	10931097.0	32225792.0	41340726.0	43537430.0	66859792.0	20670363.0	66859792.0	0.0	47791962.0	91.62	3766045.0	0.0	2.82	55.37	95.52	0.0	15083718.0	26462883.0	165945376.0	15083718.0	213737338.0	0.0	36.49	0.0	122520290.0	20670363.0	0.0	122520290.0	133719584.0	4927929.0	6451236.0	11.92
TCGA-AB-2971.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.74d.Dupl_flagstats	153282783.0	7442770.0	32098143.0	39189776.0	27570623.0	65249824.0	19594888.0	65249824.0	0.0	44856384.0	90.23	3434070.0	0.0	2.63	54.41	94.27	0.0	14288800.0	24407901.0	162597791.0	14288800.0	207454175.0	0.0	36.46	0.0	117750570.0	19594888.0	0.0	117750570.0	130499648.0	4452493.0	5666608.0	11.36
TCGA-AB-2973.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.506.Dupl_flagstats	149903086.0	11960551.0	31489056.0	41377720.0	49808558.0	64137855.0	20688860.0	64137855.0	0.0	47286770.0	89.03	4205732.0	0.0	3.28	53.26	93.83	0.0	14166192.0	25184811.0	159764766.0	14166192.0	207051536.0	0.0	34.24	0.0	114208298.0	20688860.0	0.0	114208298.0	128275710.0	5109569.0	5909050.0	12.35
TCGA-AB-2975.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.775.2.Dupl_flagstats	149336857.0	12117256.0	32662623.0	49354644.0	34376040.0	63607091.0	24677322.0	63607091.0	0.0	57524549.0	89.16	3246016.0	0.0	2.55	57.2	93.41	0.0	18553058.0	32905790.0	159876805.0	18553058.0	217401354.0	0.0	37.59	0.0	113428218.0	24677322.0	0.0	113428218.0	127214182.0	6182827.0	8169905.0	12.53
TCGA-AB-2976.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.e76.Dupl_flagstats	164853677.0	12664199.0	38669688.0	41545998.0	47853333.0	67385257.0	20772999.0	67385257.0	0.0	49226113.0	91.42	2980261.0	0.0	2.21	59.91	95.05	0.0	16554800.0	29490808.0	173440202.0	16554800.0	222666315.0	0.0	39.85	0.0	123203728.0	20772999.0	0.0	123203728.0	134770514.0	5255893.0	7680115.0	12.65
TCGA-AB-2977.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.6e1.Dupl_flagstats	127338468.0	7236114.0	33577451.0	33471796.0	49926549.0	75023106.0	16735898.0	75023106.0	0.0	38272671.0	61.31	1761735.0	0.0	1.17	40.0	69.35	0.0	8396520.0	15309902.0	183623663.0	8396520.0	221896334.0	0.0	25.09	0.0	91999282.0	16735898.0	0.0	91999282.0	150046212.0	2112507.0	4800875.0	6.31
TCGA-AB-2979.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.aa5.Dupl_flagstats	158588218.0	2443399.0	40826169.0	16188290.0	25817784.0	63771287.0	8094145.0	63771287.0	0.0	18873225.0	90.9	1825971.0	0.0	1.43	51.77	94.19	0.0	5755074.0	9769739.0	168368743.0	5755074.0	187241968.0	0.0	35.55	0.0	115936078.0	8094145.0	0.0	115936078.0	127542574.0	1329730.0	2684935.0	8.21
TCGA-AB-2980.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.829.Dupl_flagstats	157258600.0	13865286.0	35182401.0	47056524.0	45224115.0	64864079.0	23528262.0	64864079.0	0.0	54917374.0	90.71	4405883.0	0.0	3.4	58.19	95.36	0.0	17672636.0	31954533.0	164910559.0	17672636.0	219827933.0	0.0	37.56	0.0	117670316.0	23528262.0	0.0	117670316.0	129728158.0	6421047.0	7860850.0	13.65
TCGA-AB-2981.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.c0b.Dupl_flagstats	150471864.0	3654259.0	25879656.0	23803462.0	16767004.0	64613606.0	11901731.0	64613606.0	0.0	27165113.0	94.52	2448366.0	0.0	1.89	60.48	97.01	0.0	10231236.0	16428639.0	155106868.0	10231236.0	182271981.0	0.0	42.98	0.0	122143842.0	11901731.0	0.0	122143842.0	129227212.0	2835752.0	3361651.0	11.91
TCGA-AB-2982.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.496.Dupl_flagstats	92347750.0	2260532.0	18014851.0	26043370.0	9906204.0	62386641.0	13021685.0	62386641.0	0.0	28698224.0	58.3	1595013.0	0.0	1.28	40.17	64.67	0.0	7015376.0	11528680.0	142788133.0	7015376.0	171486357.0	0.0	26.94	0.0	72737886.0	13021685.0	0.0	72737886.0	124773282.0	1858450.0	2654854.0	7.14
TCGA-AB-2983.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.4c4.Dupl_flagstats	160627029.0	6699893.0	34492621.0	31679700.0	28469209.0	66924072.0	15839850.0	66924072.0	0.0	37123495.0	91.87	3174736.0	0.0	2.37	61.42	95.42	0.0	13643518.0	22799586.0	168340765.0	13643518.0	205464260.0	0.0	43.07	0.0	122959672.0	15839850.0	0.0	122959672.0	133848144.0	3712273.0	5443795.0	11.72
TCGA-AB-2984.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.2bf.1.Dupl_flagstats	140087025.0	10434601.0	37608905.0	36470476.0	46355973.0	65972046.0	18235238.0	65972046.0	0.0	47076003.0	75.31	3110688.0	0.0	2.36	57.69	82.62	0.0	12833044.0	27157740.0	169552997.0	12833044.0	216629000.0	0.0	35.19	0.0	99367432.0	18235238.0	0.0	99367432.0	131944092.0	3719169.0	10605527.0	10.2
TCGA-AB-2986.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.bb8.Dupl_flagstats	150981030.0	10784705.0	48608905.0	26725706.0	75519526.0	57775740.0	13362853.0	57775740.0	0.0	33687982.0	84.39	4862669.0	0.0	4.21	60.62	91.97	0.0	9116784.0	20421672.0	164160385.0	9116784.0	197848367.0	0.0	34.11	0.0	97509456.0	13362853.0	0.0	97509456.0	115551480.0	4342612.0	6962276.0	16.25
TCGA-AB-2987.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.e69.Dupl_flagstats	152688894.0	10573304.0	36635271.0	32590860.0	51294329.0	64390220.0	16295430.0	64390220.0	0.0	38792272.0	86.86	4196143.0	0.0	3.26	58.08	92.31	0.0	12306262.0	22530981.0	165415711.0	12306262.0	204207983.0	0.0	37.76	0.0	111857480.0	16295430.0	0.0	111857480.0	128780440.0	4023307.0	6201412.0	12.34
TCGA-AB-2988.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.faf.Dupl_flagstats	122012068.0	3114576.0	23662429.0	31045714.0	11245730.0	63686789.0	15522857.0	63686789.0	0.0	35043308.0	75.66	1973871.0	0.0	1.55	49.59	80.78	0.0	10605028.0	17378762.0	151036007.0	10605028.0	186079315.0	0.0	34.16	0.0	96375768.0	15522857.0	0.0	96375768.0	127373578.0	2776140.0	3997594.0	8.94
TCGA-AB-2990.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.7b4.Dupl_flagstats	151979251.0	5570085.0	31388687.0	34006474.0	26900202.0	62716641.0	17003237.0	62716641.0	0.0	38681975.0	93.96	2735188.0	0.0	2.18	51.78	96.91	0.0	11988932.0	20029092.0	156821969.0	11988932.0	195503944.0	0.0	35.25	0.0	117855376.0	17003237.0	0.0	117855376.0	125433282.0	3364659.0	4675501.0	9.89
TCGA-AB-2991.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.439.Dupl_flagstats	137460271.0	1868669.0	30656102.0	15009222.0	13560974.0	59216486.0	7504611.0	59216486.0	0.0	17686949.0	87.83	2782705.0	0.0	2.35	60.04	92.2	0.0	6188608.0	10618727.0	149089074.0	6188608.0	166776023.0	0.0	41.23	0.0	104021464.0	7504611.0	0.0	104021464.0	118432972.0	1752392.0	2677727.0	11.68
TCGA-AB-2992.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.e4b.Dupl_flagstats	144624985.0	2258899.0	31612616.0	19808638.0	12601839.0	61065097.0	9904319.0	61065097.0	0.0	23321155.0	90.04	3041577.0	0.0	2.49	60.31	94.07	0.0	8209586.0	14065966.0	153742810.0	8209586.0	177063965.0	0.0	41.44	0.0	109970792.0	9904319.0	0.0	109970792.0	122130194.0	2343863.0	3512517.0	11.83
TCGA-AB-2994.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.3a6.Dupl_flagstats	134089918.0	1356387.0	23619655.0	14044068.0	8417383.0	59252219.0	7022034.0	59252219.0	0.0	16078516.0	90.89	2765031.0	0.0	2.33	60.25	94.35	0.0	5932308.0	9686580.0	142124093.0	5932308.0	158202609.0	0.0	42.24	0.0	107705232.0	7022034.0	0.0	107705232.0	118504438.0	1719824.0	2034448.0	12.25
TCGA-AB-2995.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.4fd.Dupl_flagstats	157360882.0	2152193.0	32332470.0	20459040.0	11520907.0	65833202.0	10229520.0	65833202.0	0.0	23891207.0	92.95	2650788.0	0.0	2.01	62.23	95.95	0.0	8945768.0	14868006.0	163998874.0	8945768.0	187890081.0	0.0	43.73	0.0	122377624.0	10229520.0	0.0	122377624.0	131666404.0	2490071.0	3432167.0	12.17
TCGA-AB-2996.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.65e.Dupl_flagstats	145972401.0	2308104.0	31687154.0	20687192.0	12191962.0	61006360.0	10343596.0	61006360.0	0.0	24349933.0	91.15	3074577.0	0.0	2.52	60.61	94.97	0.0	8664430.0	14757823.0	153699874.0	8664430.0	178049807.0	0.0	41.88	0.0	111210670.0	10343596.0	0.0	111210670.0	122012720.0	2430652.0	3662741.0	11.75
TCGA-AB-2998.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.02e.Dupl_flagstats	130138469.0	3386322.0	24356979.0	33423164.0	8938897.0	55821565.0	16711582.0	55821565.0	0.0	38433369.0	92.1	2960196.0	0.0	2.65	56.34	95.69	0.0	12820728.0	21653555.0	136000109.0	12820728.0	174433478.0	0.0	38.36	0.0	102821294.0	16711582.0	0.0	102821294.0	111643130.0	3822622.0	5010205.0	11.44
TCGA-AB-2999.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.e3b.Dupl_flagstats	157848569.0	8276360.0	34675071.0	25197286.0	53067031.0	64919277.0	12598643.0	64919277.0	0.0	29690927.0	92.07	3626026.0	0.0	2.79	59.58	95.95	0.0	10070404.0	17689804.0	164513625.0	10070404.0	194204552.0	0.0	39.97	0.0	119547472.0	12598643.0	0.0	119547472.0	129838554.0	3125759.0	4493641.0	12.41
TCGA-AB-3000.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.9b2.Dupl_flagstats	146804923.0	1756262.0	35985616.0	14417178.0	14235141.0	61456028.0	7208589.0	61456028.0	0.0	17248654.0	87.87	2820633.0	0.0	2.29	61.64	92.39	0.0	6045990.0	10631513.0	158897672.0	6045990.0	176146326.0	0.0	41.94	0.0	107998674.0	7208589.0	0.0	107998674.0	122912056.0	1754047.0	2831476.0	12.17
TCGA-AB-3001.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.5f3.Dupl_flagstats	128944314.0	1575133.0	28285383.0	15177870.0	9906344.0	60745837.0	7588935.0	60745837.0	0.0	17923306.0	81.01	2240935.0	0.0	1.84	57.38	86.09	0.0	5940426.0	10283638.0	149777057.0	5940426.0	167700363.0	0.0	39.14	0.0	98417996.0	7588935.0	0.0	98417996.0	121491674.0	1597776.0	2745436.0	10.53
TCGA-AB-3002.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.d7a.1.Dupl_flagstats	137072122.0	2937177.0	32125366.0	26976888.0	10760868.0	57763779.0	13488444.0	57763779.0	0.0	32408677.0	89.02	2106812.0	0.0	1.82	64.13	92.83	0.0	12615216.0	20783262.0	147652924.0	12615216.0	180061601.0	0.0	46.76	0.0	102839944.0	13488444.0	0.0	102839944.0	115527558.0	2736257.0	5431789.0	10.14
TCGA-AB-3007.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.396.Dupl_flagstats	157798302.0	2338782.0	35049593.0	18297694.0	15440552.0	66175261.0	9148847.0	66175261.0	0.0	21840006.0	90.23	3334327.0	0.0	2.52	62.89	94.26	0.0	7883010.0	13735334.0	167400115.0	7883010.0	189240121.0	0.0	43.08	0.0	119414382.0	9148847.0	0.0	119414382.0	132350522.0	2310012.0	3542312.0	12.62
TCGA-AB-3008.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.c54.Dupl_flagstats	149789462.0	2758174.0	32047810.0	23702316.0	13506600.0	63015274.0	11851158.0	63015274.0	0.0	27582077.0	91.53	2384152.0	0.0	1.89	55.97	94.76	0.0	9076368.0	15436939.0	158078358.0	9076368.0	185660435.0	0.0	38.29	0.0	115357500.0	11851158.0	0.0	115357500.0	126030548.0	2480810.0	3879761.0	10.47
TCGA-AB-3009.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.9c9.Dupl_flagstats	132997502.0	2010179.0	24857011.0	21241186.0	9310612.0	58770192.0	10620593.0	58770192.0	0.0	24132519.0	88.86	3688551.0	0.0	3.14	54.78	93.4	0.0	8046360.0	13220795.0	142397395.0	8046360.0	166529914.0	0.0	37.88	0.0	104451940.0	10620593.0	0.0	104451940.0	117540384.0	2283102.0	2891333.0	10.75
TCGA-AB-3011.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.5ad.Dupl_flagstats	135325481.0	1478435.0	26649176.0	20303142.0	6294547.0	57858819.0	10151571.0	57858819.0	0.0	23307433.0	91.8	2452209.0	0.0	2.12	55.58	95.05	0.0	7772704.0	12954152.0	142366814.0	7772704.0	165674247.0	0.0	38.28	0.0	106224096.0	10151571.0	0.0	106224096.0	115717638.0	2177157.0	3004291.0	10.72
TCGA-AB-3012.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.2b3.Dupl_flagstats	150961778.0	3030645.0	33984916.0	25226892.0	14903639.0	62390825.0	12613446.0	62390825.0	0.0	29358693.0	91.46	2856508.0	0.0	2.29	56.84	95.08	0.0	9836612.0	16687815.0	158766566.0	9836612.0	188125259.0	0.0	38.99	0.0	114120354.0	12613446.0	0.0	114120354.0	124781650.0	2719402.0	4131801.0	10.78
